line_no,item_id,description,unit,quantity,is_lump_sum,section_name,b1,b2,b3,b4,b5,b6,b7,winner_unit_price,quantity_effective,risk_basis,market_benchmark_unit_price,deviation_vs_market,market_overpricing_exposure,market_underpricing_exposure,key,historical_benchmark_unit_price,hunit,historical_match_status,historical_match_confidence,deviation_vs_historical,historical_overpricing_exposure,historical_underpricing_exposure,ml_match_score,ml_benchmark_unit_price,ml_match_status,case_id,winning_total_bid,contract_id,district,letting_date,winner,market_risk_flag,historical_risk_flag,market_robust_z,historical_robust_z,evidence_class,combined_risk_flag,risk_confidence,recommended_action,ml_role,bidder_count,bidder_count_confidence,case_role,risk_direction
0460,0711 14125,"THERMOPLASTIC, PREFORMED, WHITE, SOLID, FOR CROSSWALK",LF,343.0,False,Signing,26.25,24.44,23.25,20.5,20.0,13.55,17.5,26.25,343.0,unit_rate,20.25,29.629629629629626,2058.0,0.0,071114125,17.67,LF,matched,high,48.556876061120526,2942.9399999999996,0.0,0.2507468852760813,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,High,0.28357509891048144,0.38982313701890037,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0465,0711 14160,"THERMOPLASTIC, PREFORMED, WHITE, MESSAGE",EA,7.0,False,Signing,325.0,221.14,211.0,205.0,200.0,264.7,240.0,325.0,7.0,unit_rate,216.07,50.414217614661915,762.51,0.0,071114160,287.45,EA,matched,high,13.063141415898421,262.8500000000001,0.0,0.17809528169925856,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Watch,0.7437596777623207,-0.26380763002056296,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0470,0711 14170,"THERMOPLASTIC, PREFORMED, WHITE, ARROW",EA,7.0,False,Signing,187.5,221.14,211.0,105.0,100.0,264.7,180.0,187.5,7.0,unit_rate,195.5,-4.092071611253197,0.0,-56.0,071114170,170.94,EA,matched,high,9.687609687609688,115.92000000000002,0.0,0.22036858532424955,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Normal,-0.4630457576048564,-0.3259693443282009,low_evidence,Normal,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0475,0711 16101,"THERMOPLASTIC, STANDARD-OTHER SURFACES, WHITE, SOLID,",GM,8.465,False,Signing,6875.0,7216.28,6876.0,5000.0,7500.0,7140.0,3902.3,6875.0,8.465,unit_rate,7008.0,-1.8978310502283107,0.0,-1125.845,071116101,5681.51,GM,matched,high,21.006563395998594,10102.892849999998,0.0,0.2804479014591167,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Moderate,-0.41446381461892756,-0.11752646086019328,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0480,0711 16102,"THERMOPLASTIC, STANDARD-OTHER SURFACES, WHITE, SOLID,",GM,0.04,False,Signing,9625.0,7449.06,7094.0,9000.0,7500.0,7140.0,16000.0,9625.0,0.04,unit_rate,7474.530000000001,28.770638421412436,86.01879999999997,0.0,071116102,7899.55,GM,matched,high,21.84238342690406,69.018,0.0,0.2804479014591167,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Moderate,0.2645564631946556,-0.10213451370759268,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0485,0711 16131,"THERMOPLASTIC, STANDARD-OTHER SURFACES, WHITE, SKIP, SKIP OR LANE DROP",GM,6.968,False,Signing,3000.0,2560.61,2439.0,1500.0,6000.0,2110.0,1500.43,3000.0,6.968,unit_rate,2274.5,31.897120246207955,5055.284,0.0,071116131,2205.42,GM,matched,high,36.028511576026325,5536.63344,0.0,0.11554142732016796,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,High,0.3337788467640367,0.1591084892086727,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0490,0711 16201,"THERMOPLASTIC, STANDARD-OTHER SURFACES, YELLOW, SOLID,",GM,6.092,False,Signing,6875.0,7216.28,6881.0,5000.0,7500.0,7140.0,3905.12,6875.0,6.092,unit_rate,7010.5,-1.9328150631196064,0.0,-825.4659999999999,071116201,6084.81,GM,matched,high,12.986272373336218,4813.837479999997,0.0,0.27035249986123877,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Watch,-0.4152383838935516,-0.26522320298727764,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0495,0713103101,"PERMANENT TAPE, WHITE, SOLID, FOR CONCRETE BRIDGES",GM,0.099,False,Signing,68750.0,31425.73,30229.0,45000.0,100000.0,33900.0,48484.85,68750.0,0.099,unit_rate,39450.0,74.27122940430925,2900.7000000000003,0.0,0713103101,37452.11,GM,matched,high,83.5677616027508,3098.49111,0.0,0.2573709047858291,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,1.2719697597224884,1.0345620522118426,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0500,0713103181,"PERMANENT TAPE, WHITE, SKIP, WIDE, FOR CONCRETE SURFACES",GM,0.099,False,Signing,31250.0,6145.48,5912.0,16000.0,100000.0,12500.0,17171.72,31250.0,0.099,unit_rate,14250.0,119.29824561403508,1683.0,0.0,0713103181,12758.03,GM,matched,high,144.94377266709674,1830.7050300000003,0.0,0.3804132573336971,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.2688977963210175,2.1648248884786736,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0505,0713103201,"PERMANENT TAPE, YELLOW, SOLID, FOR CONCRETE BRIDGES",GM,0.099,False,Signing,68750.0,31425.73,30229.0,45000.0,100000.0,33900.0,48484.85,68750.0,0.099,unit_rate,39450.0,74.27122940430925,2900.7000000000003,0.0,0713103201,36848.9,GM,matched,high,86.57273351443327,3158.2089,0.0,0.2513166695778474,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,1.2719697597224884,1.089899765056029,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0510,0713103381,"PERMANENT TAPE, BLACK, SKIP, WIDE, FOR CONCRETE SURFACES",GM,0.099,False,Signing,35000.0,6145.48,5912.0,20000.0,100000.0,11300.0,17171.72,35000.0,0.099,unit_rate,14235.86,145.8579952317598,2055.64986,0.0,0713103381,12069.91,GM,matched,high,189.97730720444477,2270.07891,0.0,0.3741613529182646,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.8569482883993165,2.994134737565161,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0515,0713107,"PREFORMED/PERMANENT TAPE, REMOVE",SF,392.0,False,Signing,7.5,4.66,4.4,6.0,6.0,7.65,5.0,7.5,392.0,unit_rate,5.5,36.36363636363637,784.0,0.0,0713107,2.5,SF,matched,high,200.0,1960.0,0.0,0.3024339295096981,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Critical,0.432670479348427,3.178706478049549,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0520,0715 5 21,"LUMINAIRE BRACKET ARM, REPLACE LUMINAIRE AND ARM ON EXISTING POLE",EA,1.0,False,Lighting,4394.76,3044.97,3862.0,3800.0,7500.0,4540.0,2786.0,4394.76,1.0,unit_rate,3831.0,14.715740015661712,563.7600000000002,0.0,0715521,3255.58,EA,matched,high,34.99161439743457,1139.1800000000003,0.0,0.24219115007303332,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Moderate,-0.0466283198914228,0.1400136290887552,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0525,0715 5 51,"LUMINAIRE BRACKET ARM, REMOVE LUMINAIRE AND ARM; POLE REMAINS",EA,80.0,False,Lighting,553.13,284.17,290.0,225.0,600.0,341.0,260.0,553.13,80.0,unit_rate,287.08500000000004,92.67116010937525,21283.6,0.0,0715551,951.14,EA,matched,high,-41.845574783943476,0.0,-31840.8,0.2417663891809817,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,High,1.6793564429952803,-1.274972745373847,confirmed_by_both,Critical,High,Commercial review (mixed market/historical signal),supporting_only,7,high,main_validation,mixed
0530,0715 11211,"LUMINAIRE, F&I- REPLACE EXISTING LUMINAIRE ON EXISTING POLE/ARM, ROADWAY, COBRA HEAD Lighting",EA,134.0,False,Lighting,1872.26,1419.75,1444.0,1320.0,1500.0,1700.0,1299.0,1872.26,134.0,unit_rate,1431.875,30.755827149716282,59011.59,0.0,071511211,1769.11,EA,matched,high,5.830615394181261,13822.100000000013,0.0,0.18637577395912303,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Normal,0.30850985979476164,-0.39699737684378805,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0535,0611 2 1,ITSFM LOCATION DOCUMENTATION- INTERSECTION,EA,4.0,False,Signalization,3222.88,1800.09,2450.0,3020.0,2500.0,2590.0,1647.0,3222.88,4.0,unit_rate,2475.0,30.21737373737374,2991.5200000000004,0.0,061121,2746.8,EA,matched,high,17.332168341342648,1904.3199999999997,0.0,0.1263473660169691,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Watch,0.2965881437151055,-0.1851918582038925,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0540,0630 2 11,"CONDUIT, FURNISH INSTALL, OPEN TRENCH",LF,151.0,False,Signalization,23.65,40.0,23.0,33.0,30.0,27.05,36.6,23.65,151.0,unit_rate,31.5,-24.920634920634928,0.0,-1185.3500000000001,0630211,17.24,LF,matched,high,37.18097447795824,967.91,0.0,0.24289162318832838,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,High,-0.9242039793371892,0.18033153654656908,historical_only,High,Medium,Commercial review (mixed market/historical signal),supporting_only,7,high,main_validation,mixed
0545,0630 2 12,"CONDUIT, FURNISH INSTALL, DIRECTIONAL BORE",LF,622.0,False,Signalization,35.29,46.56,36.25,43.0,50.0,42.65,42.6,35.29,622.0,unit_rate,42.825,-17.594862813777006,0.0,-4686.770000000002,0630212,41.76,LF,matched,high,-15.493295019157086,0.0,-4024.3399999999992,0.12100416165267397,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Watch,-0.7620065206150491,-0.7896853838700468,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0550,0632 7 1,"SIGNAL CABLE- NEW OR RECONSTRUCTED INTERSECTION, FURNISH INSTALL",PI,4.0,False,Signalization,14926.1,9701.06,18500.0,19033.0,6000.0,21800.0,8876.0,14926.1,4.0,unit_rate,14100.529999999999,5.854886305692067,3302.280000000006,0.0,063271,12700.32,PI,matched,high,17.525385187144895,8903.120000000003,0.0,0.24137915323316422,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Watch,-0.24281350459301912,-0.1816336957172163,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0555,0632 7 6,"SIGNAL CABLE, REMOVE- INTERSECTION",PI,3.0,False,Signalization,2950.0,1647.08,2500.0,933.0,3500.0,2940.0,1507.0,2950.0,3.0,unit_rate,2073.54,42.26877706723767,2629.38,0.0,063276,1775.99,PI,matched,high,66.1045388769081,3522.0299999999997,0.0,0.341892850791017,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Critical,0.5634142155102674,0.7129700929726339,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0560,0633 8 11,"MULTI-CONDUCTOR COMMUNICATION CABLE, FURNISH INSTALL, CAT",LF,635.0,False,Signalization,6.94,3.44,4.7,5.0,3.0,5.55,3.15,6.94,635.0,unit_rate,4.07,70.51597051597052,1822.45,0.0,0633811,4.9,LF,matched,high,41.63265306122449,1295.4,0.0,0.23082403041788963,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,High,1.1888258344614124,0.26231090885207425,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0565,0635 2 11,"PULL SPLICE BOX, F&I, x COVER SIZE",EA,37.0,False,Signalization,1876.73,1894.99,1803.0,1300.0,1500.0,2120.0,1300.0,1876.73,37.0,unit_rate,1651.5,13.63790493490766,8333.51,0.0,0635211,1631.45,EA,matched,high,15.034478531367801,9075.359999999999,0.0,0.19720186093585335,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Watch,-0.07049230425645958,-0.2275046992707534,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0570,0639 1122,"ELECTRICAL POWER SERVICE, F&I, UNDERGROUND, METER PURCHASED BY CONTRACTOR",AS,3.0,False,Signalization,5663.28,6224.37,4440.0,3100.0,6500.0,5220.0,5695.0,5663.28,3.0,unit_rate,5457.5,3.7705909299129594,617.3399999999992,0.0,06391122,5417.87,AS,matched,high,4.529639876925801,736.2299999999996,0.0,0.23168130952886704,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Normal,-0.2889611881745493,-0.42095534108009636,low_evidence,Normal,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0575,0639 2 1,"ELECTRICAL SERVICE WIRE, FURNISH INSTALL",LF,265.0,False,Signalization,6.93,8.6,9.2,12.5,3.0,10.8,7.87,6.93,265.0,unit_rate,8.899999999999999,-22.13483146067415,0.0,-522.0499999999997,063921,10.33,LF,matched,high,-32.91384317521781,0.0,-901.0000000000001,0.28974903930273005,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Moderate,-0.8625244409739921,-1.1104914745029089,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0580,0641 2 12,"PRESTRESSED CONCRETE POLE, F&I, TYPE P-II SERVICE POLE",EA,3.0,False,Signalization,2746.94,2726.92,2178.0,3090.0,1500.0,2560.0,2495.0,2746.94,3.0,unit_rate,2527.5,8.682096933728984,658.3200000000002,0.0,0641212,2714.59,EA,matched,high,1.1917085084672052,97.04999999999973,0.0,0.41132017172937024,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Normal,-0.18021718403446213,-0.4824246303081425,low_evidence,Normal,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0585,0641 2 60,"PRESTRESSED CONCRETE POLE, COMPLETE POLE REMOVAL- PEDESTAL/SERVICE POLE",EA,2.0,False,Signalization,737.5,330.07,1800.0,650.0,600.0,2120.0,302.0,737.5,2.0,unit_rate,625.0,18.0,225.0,0.0,0641260,757.98,EA,matched,high,-2.7019182564183777,0.0,-40.960000000000036,0.5016719883316099,,candidate_review,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Normal,0.026087376894149795,-0.5541272638668834,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0590,0646 1 11,"ALUMINUM SIGNALS POLE, PEDESTAL",EA,4.0,False,Signalization,4474.46,3224.21,3060.0,2350.0,3500.0,3600.0,2950.0,4474.46,4.0,unit_rate,3142.105,42.403261507810846,5329.42,0.0,0646111,3016.19,EA,matched,high,48.34808152006339,5833.08,0.0,0.2789105914290494,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,0.5663917903215583,0.38597810528614634,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0595,0649 21 5,"STEEL MAST ARM ASSEMBLY, FURNISH AND INSTALL, DOUBLE ARM",EA,2.0,False,Signalization,107239.08,120735.31,89585.0,0.01,100000.0,105000.0,110467.0,107239.08,2.0,unit_rate,102500.0,4.623492682926831,9478.160000000003,0.0,0649215,99767.52,EA,matched,high,7.488970358288947,14943.119999999995,0.0,0.2461341370062286,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Normal,-0.27007737704029294,-0.36645813271949235,low_evidence,Normal,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0600,0650 1 14,"VEHICULAR TRAFFIC SIGNAL, FURNISH INSTALL ALUMINUM, SECTION, WAY",AS,5.0,False,Signalization,2877.78,2024.15,2460.0,2450.0,2400.0,2900.0,1852.0,2877.78,5.0,unit_rate,2425.0,18.671340206185576,2263.900000000001,0.0,0650114,1972.79,AS,matched,high,45.873610470450494,4524.950000000001,0.0,0.23660869239376622,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,High,0.04095129482566208,0.340409769737857,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0605,0650 1 60,"VEHICULAR TRAFFIC SIGNAL, REMOVE- POLES TO REMAIN",AS,1.0,False,Signalization,553.13,219.68,360.0,465.0,750.0,426.0,201.0,553.13,1.0,unit_rate,393.0,40.74554707379135,160.13,0.0,0650160,263.02,AS,matched,high,110.29959698882215,290.11,0.0,0.25335879491954266,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Critical,0.5296888920382132,1.5268390763801778,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0610,0653 1 11,"PEDESTRIAN SIGNAL, FURNISH INSTALL LED COUNTDOWN, WAY",AS,4.0,False,Signalization,1410.56,980.38,1070.0,875.0,750.0,1260.0,897.0,1410.56,4.0,unit_rate,938.69,50.268991892957196,1887.4799999999996,0.0,0653111,1155.55,AS,matched,high,22.068279174419107,1020.04,0.0,0.2445608855887088,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Moderate,0.74054428385462,-0.09797455668433001,market_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0615,0654 2 60,"MIDBLOCK CROSSWALK: RECTANGULAR RAPID FLASHING BEACON, REMOVE COMPLETE SIGN ASSEMBLY",AS,4.0,False,Signalization,1475.0,1353.08,1600.0,1325.0,750.0,1880.0,1238.0,1475.0,4.0,unit_rate,1339.04,10.153542836659103,543.8400000000001,0.0,0654260,899.15,AS,matched,high,64.0438191625424,2303.4,0.0,0.19325590400982,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Critical,-0.14763839471081563,0.6750211473060921,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0620,0660 4 11,"VEHICLE DETECTION SYSTEM- VIDEO, FURNISH INSTALL CABINET EQUIPMENT",EA,1.0,False,Signalization,43745.93,42160.69,43250.0,39000.0,65000.0,50900.0,38575.0,43745.93,1.0,unit_rate,42705.345,2.4366622023542934,1040.5849999999991,0.0,0660411,15514.54,EA,matched,high,181.96730293002562,28231.39,0.0,0.21895794036657173,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Critical,-0.31849525592475014,2.8466274298611305,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0625,0660 4 12,"VEHICLE DETECTION SYSTEM- VIDEO, FURNISH INSTALL ABOVE GROUND EQUIPMENT",EA,9.0,False,Signalization,13500.6,11874.94,14900.0,11000.0,10500.0,17500.0,10865.0,13500.6,9.0,unit_rate,11437.470000000001,18.038342395652176,18568.16999999999,0.0,0660412,7410.27,EA,matched,high,82.18769356582149,54812.97,0.0,0.20486106455499728,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Critical,0.026936302993049308,1.0091475688231193,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0630,0660 9 11,"TRAFFIC DATA DETECTION SYSTEM- VIDEO, FURNISH AND INSTALL, CABINET EQUIPMENT",EA,3.0,False,Signalization,43745.93,42160.69,43250.0,10000.0,15000.0,50900.0,38575.0,43745.93,3.0,unit_rate,40367.845,8.36825696293671,10134.254999999997,0.0,0660911,25553.65,EA,matched,high,71.19249109227057,54576.84,0.0,0.20278295779628433,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Critical,-0.18716580937598543,0.8066666887924031,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0635,0660 9 12,"TRAFFIC DATA DETECTION SYSTEM- VIDEO, FURNISH AND INSTALL, ABOVE GROUND EQUIPMENT",EA,4.0,False,Signalization,22945.76,11874.94,12500.0,11000.0,30000.0,14700.0,10865.0,22945.76,4.0,unit_rate,12187.470000000001,88.27336600623424,43033.15999999999,0.0,0660912,10304.72,EA,matched,high,122.67232879690084,50564.159999999996,0.0,0.18956725376255498,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,1.5819863614382892,1.7546876886190335,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0640,0665 1 11,"PEDESTRIAN DETECTOR, FURNISH INSTALL, STANDARD",EA,4.0,False,Signalization,813.39,345.37,325.0,450.0,500.0,380.0,316.0,813.39,4.0,unit_rate,362.685,124.26899375491128,1802.82,0.0,0665111,468.88,EA,matched,high,73.47508957515782,1378.04,0.0,0.30941520458948235,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,2.378953460712102,0.8487016172699435,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0645,0670 5110,"TRAFFIC CONTROLLER ASSEMBLY, F&I, NEMA",AS,3.0,False,Signalization,57250.65,63017.52,47300.0,55000.0,50000.0,55600.0,57658.0,57250.65,3.0,unit_rate,55300.0,3.527396021699822,5851.950000000004,0.0,06705110,52332.81,AS,matched,high,9.397240469219986,14753.520000000011,0.0,0.271420330125237,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Normal,Normal,-0.2943456849225997,-0.3313166051007796,low_evidence,Normal,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0650,0670 5600,"TRAFFIC CONTROLLER ASSEMBLY, REMOVE CONTROLLER WITH CABINET",AS,2.0,False,Signalization,3466.25,1031.75,870.0,890.0,1500.0,1020.0,944.0,3466.25,2.0,unit_rate,982.0,252.9786150712831,4968.5,0.0,06705600,2116.95,AS,matched,high,63.73792484470584,2698.6000000000004,0.0,0.2591520376339621,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Critical,Critical,5.228669939206071,0.669387985859458,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0655,0684 1 1,"MANAGED FIELD ETHERNET SWITCH, FURNISH INSTALL",EA,4.0,False,Signalization,5494.38,6464.82,3730.0,5200.0,3500.0,4390.0,5915.0,5494.38,4.0,unit_rate,4795.0,14.58561001042753,2797.5200000000004,0.0,068411,6234.25,EA,matched,high,-11.867826923848096,0.0,-2959.4799999999996,0.2583216928333488,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Watch,-0.04950948461298496,-0.7229209952899088,low_evidence,Watch,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0660,0684 90102,"NETWORK DEVICE, CELLULAR MODEM",EA,4.0,False,Signalization,5730.38,7076.87,3900.0,5400.0,1000.0,4590.0,6475.0,5730.38,4.0,unit_rate,4995.0,14.722322322322324,2941.5200000000004,0.0,068490102,2934.75,EA,matched,high,95.25956214328308,11182.52,0.0,0.23131532805109123,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Watch,Critical,-0.046482583251337924,1.2498710534135307,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0665,0685 1 13,"UNINTERRUPTIBLE POWER SUPPLY, FURNISH AND INSTALL, LINE INTERACTIVE WITH CABINET",EA,3.0,False,Signalization,14236.26,23334.56,22800.0,35000.0,18000.0,26800.0,21350.0,14236.26,3.0,unit_rate,23067.28,-38.28375083668295,0.0,-26493.059999999998,0685113,15502.97,EA,matched,high,-8.170756958182848,0.0,-3800.1299999999974,0.2683992351621295,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,Normal,-1.2200722387611114,-0.6548380307438932,market_only,High,Medium,Review potential unbalanced underpricing,supporting_only,7,high,main_validation,underpricing
0670,0700 3201,"SIGN PANEL, FURNISH INSTALL OVERHEAD MOUNT, UP TO SF",EA,2.0,False,Signalization,1500.0,979.29,1000.0,1100.0,1500.0,1170.0,896.0,1500.0,2.0,unit_rate,1050.0,42.857142857142854,900.0,0.0,07003201,1016.47,EA,matched,high,47.569529843477916,967.06,0.0,0.22616171162286364,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",High,High,0.5764410247707313,0.3716407768919103,confirmed_by_both,High,High,Request rate breakdown / commercial review (overpricing),supporting_only,7,high,main_validation,overpricing
0675,0700 5 22,"INTERNALLY ILLUMINATED SIGN, FURNISH INSTALL, OVERHEAD MOUNT, SF Signalization",EA,2.0,False,Signalization,5004.43,3692.0,4700.0,3500.0,4000.0,5530.0,3378.0,5004.43,2.0,unit_rate,3846.0,30.120384815392626,2316.8600000000006,0.0,0700522,6342.78,EA,matched,high,-21.100369238724966,0.0,-2676.699999999999,0.26368406794601584,,no_match,T5850,7139022.43,T5850,District 5,2025-04-30,"V.A. PAVING, INC.",Moderate,Moderate,0.294440744582281,-0.8929418109441898,low_evidence,Moderate,Low,Manual review required,supporting_only,7,high,main_validation,n/a
0005,0101 1,MOBILIZATION,LS,1.0,True,Roadway,1000000.0,820000.0,875000.0,900000.0,,,,1000000.0,1.0,lump_sum,875000.0,14.285714285714285,125000.0,0.0,01011,859291.46,LS,matched,high,16.37494919360656,140708.54000000004,0.0,0.0,,no_match,T6603,6947336.62,T6603,District 6,2025-04-30,"GENERAL ASPHALT COMPANY, LLC",Watch,Watch,-0.05614937508740841,-0.2028194167579153,low_evidence,Watch,Low,Review lump-sum pricing separately,supporting_only,4,medium,main_validation,n/a
0010,0102 1,MAINTENANCE OF TRAFFIC,,300.0,True,Roadway,540000.0,1595000.0,1000000.0,900000.0,,,,540000.0,1.0,lump_sum,1000000.0,-46.0,0.0,-460000.0,01021,,DA,unit_mismatch,none,,0.0,0.0,0.321742239549887,,no_match,T6603,6947336.62,T6603,District 6,2025-04-30,"GENERAL ASPHALT COMPANY, LLC",High,Not available,-1.3909151187880835,,market_only,High,Low,Review lump-sum pricing separately,supporting_only,4,medium,main_validation,underpricing
