index_code,index_name,index_family,region,currency,date,index_value,source,frequency,series_id
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2023-12-01,166.523,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-01-01,167.15,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-02-01,167.118,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-03-01,167.222,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-04-01,167.961,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-05-01,167.786,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-06-01,168.184,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-07-01,170.021,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-08-01,170.035,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-09-01,170.15,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-10-01,170.027,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-11-01,170.075,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2024-12-01,170.257,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-01-01,171.695,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-02-01,171.667,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-03-01,171.893,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-04-01,171.123,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-05-01,171.346,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-06-01,171.443,BLS Public Data API v2,monthly,WPUFD432
GENERAL_US_CONSTRUCTION,PPI Final demand construction,general_construction,US National Average,USD,2025-07-01,172.423,BLS Public Data API v2,monthly,WPUFD432
